Date,Screen Name,Full Name,Tweet Text,Tweet ID,Link(s),Media,Location,Retweets,Favorites,App,Followers,Follows,Listed,Verfied,User Since,Location,Bio,Website,Timezone,Profile Image
1/17/2019,@theGEF,GEF,"Farmers, fisheries, forestry and value chains utilize natural resources to provide food and fiber for our daily lives. Together, @theGEF and @FAO address the nexus of #agriculture and the #environment  #ZeroHunger",1085778781674094593,http://wrld.bg/zqVX30mfleP,https://pbs.twimg.com/media/DxF2DA9UcAA4NqK.jpg,,5,14,Hootsuite Inc.,41415,1141,951,,5/10/2009,"Washington DC, USA",Official account of the Global Environment Facility. Follow our CEO @NaokoIshiiGEF and Head of Communications @RobbieBisset for live coverage of key events.,http://www.thegef.org,,View
1/17/2019,@UNICManama,UNIC Manama,"With more than 820 million people hungry worldwide, our @WFP colleagues are using innovative approaches to reach those in need:  #ZeroHunger",1085773299823435776,https://bit.ly/2M46go1,,,0,0,Twitter Web Client,6437,134,134,✅,1/5/2010,Kingdom of Bahrain,مركز الأمم المتحدة للإعلام لبلدان الخليج أنشئ في البحرين عام 1977 ويخدم حاليا مملكة البحرين ودولتي قطر والإمارات العربية المتحدة.,http://manama.sites.unicnetwork.org/,,View
1/17/2019,@ICRISAT_LIBRARY,ICRISATLibrary,Agricultural investments and hunger in #Africa modeling potential contributions to #SDG2 – #ZeroHunger #agriculturalinvestments ##agriculturalinvestment #hunger #modeling  @ICRISAT @CGIAR @CGIARnutrition @RPGeneticGains @ICRISAT_HOPE @ICRISATESA @IcrisatW,1085766889391874049,https://www.sciencedirect.com/science/article/pii/S0305750X18304340?via%3Dihub,,,0,5,Twitter Web Client,109,132,3,,10/13/2017,"Hyderabad, India",JSK Library @ ICRISAT provides continuous research assistance to scientific and research community of ICRISAT. A one stop source for agricultural information.,http://www.icrisat.org/,,View
1/16/2019,@TrendUganda,Trend 🇺🇬 Uganda 🇺🇬,"The World’s Most Popular Coffee Species Are Going Extinct, Study Says There is need to embark on preservation. #COP25 #SDGS #EXTINCTION #COFFEE #Conservation #farming #SDG1 #SDG2 #endpoverty #Zerohunger #agriculture #Economy",1085763200027627521,http://flip.it/dfrSmb,,,1,5,Twitter for Android,3,50,0,,1/11/2019,"Kampala, Uganda",Would love to live In a world full of life.,,,View
1/16/2019,@JakobKern1961,Jakob Kern,"Listen to @WFP Deputy CIO Dominik Heinrich talking about #partnership and #innovation. Humanitarian and IT experts coming together to contribute to #ZeroHunger RT @WFP_Europe: Partnerships forge innovation. And innovation forges transformation. To save lives and change lives, we must transform humanitarian assistance. The #HumanitarianHackathon has been a fantastic example of partnership with @BelgiumMFA, @WFP, and @HackBelgiumLabs 🇧🇪🤝🍚",1085757149752541184,https://twitter.com/wfp_europe/status/1085563193668354049,pic.twitter.com/bKeaEtWOJw,,0,12,Twitter for iPhone,3088,40,50,,5/5/2011,"Rome, Italy","@WFP Director of Supply Chain Operations @WFPLogistics. (Tweets reflect my personal views, RT do not imply endorsements)",http://www.wfp.org,,View
1/16/2019,@FAotC,Lynne Strong,Wow interesting article this would be a radical change in diet for me “How to feed a growing population healthy food without ruining the planet” #ZeroHunger #zerowaste,1085756289437691905,http://theconversation.com/how-to-feed-a-growing-population-healthy-food-without-ruining-the-planet-108994,,,0,1,Twitter for iPhone,4666,3325,148,,11/12/2011,Jamberoo,Winner Bob Hawke Medal. Founder Picture You in Agriculture @art4ag @archibull Farmers & community working together to power the future,http://www.pictureyouinagriculture.com.au,,View
1/16/2019,@FarmTradeIndia,Farm Trade India - FTI,Willing to achieve #ZeroHunger through Zero #foodwaste  #FarmTradeIndia #ZeroHunger #zerowarehousing #farmers #fticonnect #fruits #vegetables #,1085739473995001856,"http://bit.ly/2QFTgKZ
http://bit.ly/2APer30",https://pbs.twimg.com/media/DxFSTDXWsAE40FH.jpg,,0,1,IFTTT,33,145,0,,8/1/2018,,Agricultural Services | #Agricultural produce #marketing and #distribution services. RTs are not endorsements.,http://www.farmtradeindia.co.in,,View
1/16/2019,@FAO,FAO,"Why opting for the not so perfect fruit and vegetables is helping the economy, the environment and our mission for #ZeroHunger 🌍 👉  #foodwaste 🍓🍏🍊",1085738737902923776,http://bit.ly/2JQb3aG,https://pbs.twimg.com/media/DxFRoMPWwAA6Mqa.jpg,,28,62,Buffer,272102,529,4999,✅,1/28/2009,"Rome, Italy","Working for #ZeroHunger, a sustainable 🌍 and a secure #FutureofFood for all. Our actions are our future.",http://fao.org,,View
1/16/2019,@allequality2017,allequality2017,"Hon’ble ALL,#EQUALITY ENABLES TO FOLLOW #PEACE.#GDPS;#JOBS MAY GROW(10-400%)BY SCIENTIFICALLY FARMING ½YEARLY LEFTOVER CULTIVABLE EMPTY LANDS(15-50%)IN THE GLOBE #DEMOCRATICALLY.THIS MAY MEET #JOBS;#ZeroHunger FOR ALL👫.Inconvenience caused is deeply regretted.#SecureALL&FARMERS",1085736515420864512,,https://pbs.twimg.com/media/DxFPcEvUUAE6XFz.jpg,,0,0,Twitter for Android,105,4992,0,,2/4/2017,#PEACE#LOVE#HUMANITY#EQUALITY,"Hon’ble All,EQUALITY ENABLES TO FOLLOW PEACE,LOVE,UNITY, COMPASSION,HUMANITY & SOUL. Inconvenience caused is deeply regretted.BRgds📧allequality2019@yahoo.com",,,View
1/16/2019,@victor_mbao,Victor Mbao,"Talk about #Innovations in food security and reducing #foodwaste, here is one. Kudos to @IITA_CGIAR. #ZeroHunger #animalhealth RT @Livestock_CGIAR: Not only that, #DYK cassava peels can also be ground down to become chicken feed? #Sustainable #Economical @ILRI",1085735262922203136,"https://twitter.com/Livestock_CGIAR/status/1085659033850105856
http://bit.ly/2AOFLhT
https://twitter.com/rodger_voorhies/status/1085573392181256192",,,0,0,Twitter for Android,197,151,8,,7/20/2011,"Nairobi, Kenya",Animal health scientist advocating for innovation in #livestock #vaccines. Passion for #OneHealth and #foodsecurity. @Livestock_IDRC @IDRC_CRDI @IDRC_AFRIQUE,http://www.idrc.ca,,View
1/16/2019,@rha_india,Robin Hood Army,"Our family got stronger, now serving smiles in Botswana 💚 Join us  #RHA #Botswana #ZeroHunger",1085735124975697924,http://www.robinhoodarmy.com/join/,https://pbs.twimg.com/media/DxFOSDTXgAAwTwb.jpg,,12,67,Twitter for Android,8110,519,53,,12/20/2014,,Official Twitter handle of The Robin Hood Army in India. We work to get surplus food from restaurants to the less fortunate. IG: rha_india,http://www.robinhoodarmy.com,,View
1/16/2019,@AssociationAwak,AWAK - Association of Women in Agriculture Kenya,Our Thursday training sessions begin in earnest; Building capacities of small scale Women farmers for #FoodSecurity #ZeroHunger #FutureofFood #climatechange #innovation #KenyaUnbowed,1085732129139494913,,,,0,0,Twitter for Android,359,1120,6,,3/6/2018,Kenya,"Building the capacity of small scale women and young farmers in Kenya, to become informed decision makers and key industry players.",,,View
1/16/2019,@FarmTradeIndia,Farm Trade India - FTI,Willing to achieve #ZeroHunger through Zero #foodwaste  #farmtradeindia #zerowarehousing #fticonnect #fruits #VEGETABLES #Farmers RT @FAO: They may be different shapes and sizes but a carrot is a carrot. Don't judge. Pick 'ugly' fruit and vegetables to reduce your #foodwaste. Every action counts for a #ZeroHunger world.,1085728171725590530,"http://www.farmtradeindia.co.in
https://twitter.com/FAO/status/1084692118973677569",pic.twitter.com/KXX44i1Fzm,,0,1,Twitter for Android,33,145,0,,8/1/2018,,Agricultural Services | #Agricultural produce #marketing and #distribution services. RTs are not endorsements.,http://www.farmtradeindia.co.in,,View
1/16/2019,@maxfinberg,Max Finberg,"Excited for this bipartisan leadership for #ZeroHunger RT @WFPUSA_CEO: Congrats to newly appointed House Ag Approps Ranking Member @JeffFortenberry and Chair @SanfordBishop as well as State, Foreign Ops Subcmt Chair @NitaLowey and Ranking Member @RepHalRogers. We look forward to continuing our work with you to end hunger around the world #ZeroHunger",1085697227371237376,"https://twitter.com/wfpusa_ceo/status/1085662570357260288
https://twitter.com/AppropsDems/status/1085606062986797059",,,0,1,Twitter for iPhone,874,289,47,,1/5/2016,"Maryland, USA","Husband, father, son, brother. Seeker and Sojourner. Join me in alleviating poverty. Tweets are my own.",http://growinghopeglobally.org,,View
1/16/2019,@LakshVVN,Dr. Lakshmi A. Dave,Looking forward to the @EATforum-@TheLancet report on #Sustainable #Diets. Keen to understand what transformations have been proposed to our current food systems/dietary patterns that could help secure 10 billion of us by 2050. #ZeroHunger #SDG #climatechange #NutritionSecurity RT @TheLancet: TONIGHT at 2330 h GMT we publish the @EATforum–@TheLancet Commission on healthy diets from sustainable food systems. Follow #EATLancet #foodcanfixit Watch the livestream of the launch event in @UniOslo tomorrow 14:30–16:00 CET,1085669296485724160,"https://twitter.com/TheLancet/status/1085522166844702720
https://eatforum.org/eat-lancet-commission/",https://pbs.twimg.com/media/DxCGpnFWoAASoih.jpg,,0,4,Twitter Web Client,82,584,1,,7/30/2011,Palmerston North,"Human nutrition researcher at Massey University, solving the convoluted puzzle of Nutrition Adequacy for All; lover of garba & petrichor, dreamer. Tweets my own",https://www.researchgate.net/profile/Lakshmi_Dave,,View
1/16/2019,@AzeezSalawu,Azeez SALAWU - #SDGs🇳🇬,"It is going to be an interesting moment when the farmers and political candidates meet to discuss the various agricultural issues in Nasarawa. Join in the conversation via facebook, instagram and twitter by 1pm tomorrow. #MeetTheFarmers #United4Food #2019Election #ZeroHunger",1085665001355051008,,https://pbs.twimg.com/media/DxEOjh9XQAES2rd.jpg,,4,9,Twitter for iPhone,714,1958,11,,7/26/2012,"Abuja, Nigeria",Making impact @cafsng @hedang Food Security||Climate Change||Public Policy||Agribusiness||SDGs Advocate #IITA #FUNAAB #AIESEC #CAFS #YALI,https://www.linkedin.com/in/azeez-a-salawu-18b092104,,View
1/16/2019,@KatiesKrops,KatiesKrops,"“If you want to touch the past, touch a rock. If you want to touch the present, touch a flower. If you want to touch the future, touch a life.” Our first harvest of 2019. We look forward to touching many lives in 2019. #GivingBack #ZeroHunger #SharingOurHarvest",1085663720661954560,,https://pbs.twimg.com/media/DxEKXE6VYAEJQ0V.jpg,,4,14,Twitter Web Client,1920,768,64,,5/17/2011,,The mission of Katie's Krops is to empower youth to start & maintain vegetable gardens of all sizes & donate the harvest to help feed people in need.,http://www.katieskrops.com,,View
1/16/2019,@WFPUSA_CEO,Rick Leach,"Congrats to newly appointed House Ag Approps Ranking Member @JeffFortenberry and Chair @SanfordBishop as well as State, Foreign Ops Subcmt Chair @NitaLowey and Ranking Member @RepHalRogers. We look forward to continuing our work with you to end hunger around the world #ZeroHunger RT @AppropsDems: The @AppropsDems are proud to announce the nominations for Subcommittee Chairmanships and Vice Chair of the House Appropriations Committee for the 116th Congress. Read @NitaLowey’s full statement →",1085662570357260288,"https://twitter.com/AppropsDems/status/1085606062986797059
https://appropriations.house.gov/news/press-releases/lowey-announces-appropriations-committee-roster",https://pbs.twimg.com/media/DxDYK8KW0AAZpaX.jpg,,0,6,Twitter Web Client,105,227,5,,8/29/2018,"Washington, DC","The official Twitter account of President and CEO for @WFPUSA, Rick Leach.",http://wfpusa.org,,View
1/16/2019,@FAO,FAO,What we eat starts with the seeds we plant 🌱 and the #foodsystems we have in place. #ZeroHunger,1085662336625577985,,https://pbs.twimg.com/media/DxEMJEtWoAEoDr2.jpg,,64,140,Buffer,272102,529,4999,✅,1/28/2009,"Rome, Italy","Working for #ZeroHunger, a sustainable 🌍 and a secure #FutureofFood for all. Our actions are our future.",http://fao.org,,View
1/16/2019,@AgriFoodNet,Agri Food Net,Don't think #infrastructure and #hunger are related? Think again! @IISD_news has created an excellent report on Financing Rural Infrastructure: Priorities and Pathways for Ending Hunger. Take a read here:  @UN_CFS #SDG2 #zerohunger,1085661907082792961,https://bit.ly/2FBjszs,,,7,10,Hootsuite Inc.,5136,5031,213,,7/16/2013,"Rome, Lazio",IAFN is the elected focal point of the Private Sector Mechanism (PSM) at the UN Committee on World Food Security (CFS). Managed by Emerging Ag. #B4FoodSecurity,http://www.agrifood.net/,,View
1/16/2019,@fare_int,FARE International,This week our team is back in Ghana measuring and providing nutrition supplements to children under 2 years old. We love the babies! 🇬🇭 #zerohunger #forthebabies @ Ghana — in Ghana,1085649486481739776,https://www.facebook.com/1577912185783952/posts/2107589946149504/,,,0,0,Facebook,2,0,0,,1/5/2016,"Cleveland, GA 30528, United St",Providing Food Security and treating Acute Malnutrition through Research and Education,http://fareinternational.org,,View
1/16/2019,@sangram_rane,Sangram Rane,"Imperative to accelerate action towards achieving #ZeroHunger! Specifically with approaches that bring together #climatechange + #foodsecurity/#malnutrition + #Health & have scientific targets #ZeroHunger @davidnabarro @TheLancet @EATforum @SUN_Movement @GerdaVerburg @G_stordalen RT @davidnabarro: Very excited for this week’s global launch of the #EATlancet Commission on food, planet &amp; health. Follow everything live online or attend one of the 30+ launches worldwide:  #foodcanfixit #ZeroHunger @TheLancet @EATforum",1085624400689487874,"https://twitter.com/davidnabarro/status/1085187164881604608
http://www.eatforum.org",https://pbs.twimg.com/media/Dw9b0vzU8AE9wDY.png,,2,6,Twitter Web Client,64,121,5,,6/8/2009,"New York, NY",Innovation & Sustainable Development @ United Nations,,,View
1/16/2019,@fison_ng,Fisheries Society of Nigeria,#DYK #fish provides more than 3.2 billion people with almost 20% of their average per capita intake of animal @FAOfish #protein? #Nutrition #Fisheries #ZeroHunger,1085614443172642818,,https://pbs.twimg.com/media/DxDgjnqWwAIH2_a.jpg,,0,0,Twitter for Android,15,29,0,,12/24/2018,Nigeria,"The Fisheries Society of Nigeria, inaugurated in 1976, is Nigeria's Non- Governmental Apex Organization of all fisheries practitioners in Nigeria.",http://fison.org.ng,,View
1/16/2019,@FAO,FAO,#NowReading | Germany targets #foodwaste with supermarket scanner that determines the freshness of food. 👉 via @FoodNavigator #ZeroHunger,1085613665863249922,http://bit.ly/2FC3h55,https://pbs.twimg.com/media/DxDf3_oW0AA6ooT.jpg,,10,31,Buffer,272102,529,4999,✅,1/28/2009,"Rome, Italy","Working for #ZeroHunger, a sustainable 🌍 and a secure #FutureofFood for all. Our actions are our future.",http://fao.org,,View
1/16/2019,@FAO,FAO,Bees and other pollinators are threatened with extinction. Yet they are vital to life on our 🌎. We can all play our part to #Savethebees! Here's how 👉 #pollinators #ZeroHunger,1085611149725519873,http://bit.ly/2VVs75I,https://pbs.twimg.com/media/DxDdlk4W0AAnHzW.jpg,,100,168,Buffer,272102,529,4999,✅,1/28/2009,"Rome, Italy","Working for #ZeroHunger, a sustainable 🌍 and a secure #FutureofFood for all. Our actions are our future.",http://fao.org,,View
1/16/2019,@mjcnoble,micheal noble,"#UNGA With Goodwill, Aid #displacedpeople by digitized apps #Techfugees #olio_ex #foodbanks #ai #blockchain aiding #wfp #zerohunger #humanrights #jobs #futureofwork #g20 #undp #globalgoals #whitehouse @JoinJara in #elpaso border #bpolitics #whpresscorp Enable Life RT @BetoORourke: At the international boundary of the United States and Mexico. Taken this evening from the Paso del Norte bridge that joins El Paso and Juarez.",1085609158236426240,https://twitter.com/BetoORourke/status/1084315525524672512,pic.twitter.com/GixXxSprnI,,0,0,Twitter Web App,61,447,20,,6/2/2011,Weybridge.,,,,View
1/16/2019,@StampOutHunger,Stamp Out Hunger®,"Thank you to all our partners supporting our 2019 #StampOutHunger Food Drive -- @USPS, National Rural Letter Carriers' Association, @UFCW, @UnitedWay, @AFLCIO, @Valpakcoupons, @valassis, @KelloggsUS The food drive is held on May 11, 2019. Join us! #globalgoals #zerohunger",1085606263235510275,,https://pbs.twimg.com/media/DxDZGgnWwAATPO1.jpg,,8,16,Twitter Web Client,7372,5087,229,,4/17/2009,,"Since 1993, the Letter Carriers’ Stamp Out Hunger® Food Drive has been the U.S.’s largest 1-day drive, held annually on the 2nd Saturday in May. #StampOutHunger",http://www.stampouthungerfooddrive.us/,,View
1/16/2019,@mjcnoble,micheal noble,"#UNGA With Goodwill, Aid #displacedpeople by digitized apps #Techfugees #olio_ex #foodbanks #ai #blockchain aiding #wfp #zerohunger #humanrights #jobs #wef #futureofwork #g20 #undp #globalgoals #imf #ituc #ap @JoinJara #africanunion Enable Life RT @UNHCRgov: UNHCR @RefugeesChief welcomed 🇳🇴Amb @HansBrattskar today. Thank you 🙏🏽 Norway for the continued support, helping UNHCR build brighter futures for refugees.",1085600366094438400,"https://twitter.com/UNHCRgov/status/1085219280013217792
https://twitter.com/NorwayInGeneva/status/1085189878776647681",,,0,0,Twitter Web App,61,447,20,,6/2/2011,Weybridge.,,,,View
1/16/2019,@FAotC,Lynne Strong,Love the idea - I keep hearing there will be more plastic in the ocean by 2050 than fish. Say no to single use plastic #zerowaste #zerohunger #UNSDG RT @HortiRachel: I think this is one of those classic examples where you have two trends pulling the in the opposite direction. There are some strong food safety arguments for packaged food but then also the desire to reduce packaging - let's see where the pendulum swings... @FreshcareLtd,1085599370421010433,"https://twitter.com/hortirachel/status/1084946831446949888
https://twitter.com/idmCherry/status/1084933236126433280",,,0,3,Twitter for iPad,4666,3325,148,,11/12/2011,Jamberoo,Winner Bob Hawke Medal. Founder Picture You in Agriculture @art4ag @archibull Farmers & community working together to power the future,http://www.pictureyouinagriculture.com.au,,View
1/16/2019,@mjcnoble,micheal noble,"#UNGA With Goodwill, Aid #displacedpeople by digitized apps #Techfugees #olio_ex #foodbanks #ai #blockchain aiding #wfp #zerohunger #humanrights #jobs #wef #futureofwork #g20 #undp #globalgoals #imf #ituc #ap @JoinJara #africanunion Enable Life RT @Refugees: Refugee children who lose their homes shouldn't also lose their education.  #TurnTheTide",1085595883398463489,"https://twitter.com/Refugees/status/1085595511237763072
http://www.unhcr.org/turnthetide/",https://pbs.twimg.com/media/DxDPWTLU8AAao-3.jpg,,0,0,Twitter Web App,61,447,20,,6/2/2011,Weybridge.,,,,View
1/16/2019,@mjcnoble,micheal noble,"#UNGA With Goodwill, Aid #displacedpeople by digitized apps #Techfugees #olio_ex #foodbanks #ai #blockchain aiding #wfp #zerohunger #humanrights #jobs #wef #futureofwork #g20 #undp #globalgoals #imf #ituc #ap @JoinJara #africanunion Enable Life RT @ASteiner: A pleasure to meet with FM #Egypt Sameh Shoukry. We discussed Egypt's recent chairmanship of @_AfricanUnion & working together to strengthen @UNDP + Egypt collaboration on #Agenda2030 &amp; #Agenda2063 to meet dev priorities. @UNDPArabic @UNEgypt",1085593633095667712,https://twitter.com/ASteiner/status/1085374194899132417,https://pbs.twimg.com/media/DxAGE57X4AAykit.jpg,,0,0,Twitter Web App,61,447,20,,6/2/2011,Weybridge.,,,,View
1/16/2019,@ciaorinoclub,CiaoRino!🎩  Club,Giornata Mondiale dell'Alimentazione con Fabrizio De Andre' e i MURI DE MAINE #ZEROHUNGER,1085593092135239680,https://www.youtube.com/watch?v=LPldAh3TJ9Q,,,0,0,Facebook,562,1877,1,,6/2/2010,"Perugia, Umbria",14/12 #secretconcerts in #Tributo a #LucioBattisti START ORE 23,http://www.ciaorinoclub.it,,View
1/16/2019,@mjcnoble,micheal noble,"#UNGA With Goodwill, Aid #displacedpeople by digitized apps #Techfugees #olio_ex #foodbanks #ai #blockchain aiding #wfp #zerohunger #humanrights #jobs #wef #futureofwork #g20 #undp #globalgoals #imf #ituc #ap @JoinJara #africanunion Enable Life RT @UNHCRgov: Six children sharing a desk – a reality of overcrowded 🏫in #Syria. This week @UNHCRinSYRIA delivered 1,000 desks, allowing 👧🏽👦🏽to study in more comfort. Unearmarked 💰makes it possible 🙌🏽 🇸🇪@SweMFA 🇳🇱@DutchMFA 🇬🇧@DFID_UK 🇳🇴@NorwayMFA 🇯🇵@MofaJapan_en #NoLostGeneration",1085592956134965248,https://twitter.com/UNHCRgov/status/1085573786206957570,https://pbs.twimg.com/media/DxC5r2ZXcAAlReJ.jpg,,0,0,Twitter Web App,61,447,20,,6/2/2011,Weybridge.,,,,View
1/16/2019,@Gardens4Health,Gardens For Health,"Harvest season is beginning at the farm! These radishes are especially popular with our partner families, and they help improve respiratory, bone and skin health. #Veggies #ZeroHunger",1085591324768813056,,https://pbs.twimg.com/media/DxDLjQ5U8AAZC43.jpg,,0,1,Twittimer,3354,972,143,,3/30/2009,Rwanda,Gardens for Health International works in Rwanda to provide lasting agricultural solutions to childhood malnutrition. GHI steps in where food aid ends.,http://gardensforhealth.org,,View
1/16/2019,@YacinessCisse,YACINE CISSE,"Donner à tous un accès à une alimentation saine et équilibrée. Travaillons pour #FaimZéro Working for #ZeroHunger #SDGs #ODDs @FAOSDGs @GlobalGoalsUN RT @DaisyLeoncio: Question is why, how and what we can do. Food for everyone means action from everyone. #ZeroHunger",1085589825397444608,"https://twitter.com/DaisyLeoncio/status/1085587482144575491
https://twitter.com/fao/status/1085304557704564736",,,0,3,Twitter Web App,91,182,0,,11/11/2015,,,,,View
1/16/2019,@dibaqaqua,Dibaq Aquaculture,DYK that more than half the seafood eaten worldwide comes from aquaculture?🌏🐟💦#Aquaculture #ZeroHUnger 💙,1085589030610325504,,https://pbs.twimg.com/media/DxDJdzAXcAAoNIl.jpg,,0,1,Metricool,123,144,1,,9/26/2018,España,Wagering on aquaculture since 1987. Experts in growth. Research and development seeking out nutrition solutions for hatchery-reared fish. Growing everyday.,http://www.dibaqacuicultura.es/es/,,View
1/16/2019,@DaisyLeoncio,Daisy Leoncio,"Question is why, how and what we can do. Food for everyone means action from everyone. #ZeroHunger RT @FAO: 821 million people are going hungry. Yet there is enough food to feed EVERYONE. #ZeroHunger",1085587482144575491,https://twitter.com/fao/status/1085304557704564736,https://pbs.twimg.com/media/Dw_GvlKX4AMZF7C.jpg,,0,1,Twitter for iPhone,183,296,1,,8/19/2018,"Accra, Ghana","Regional Communication Officer, Food and Agriculture Organization - Africa | On Instagram: daisydiamante",http://www.fao.org/africa,,View
1/16/2019,@DaisyLeoncio,Daisy Leoncio,"We love these stories. Excellent work in @FAOMozambique. We start small for something big. All for #ZeroHunger RT @FAOMozambique: Husband ans Wife work together in @FAO electronic voucher programme providing quality seeds to local #farmers. More than 1300 farmers are registered with Mr. Helder, an agro dealer from north of Mozambique in Nampula. We are working for #ZeroHunger. Our thanks to @europeaid",1085587041767907328,https://twitter.com/faomozambique/status/1085433154276651008,https://pbs.twimg.com/media/DxA7q9NX4AAE-1a.jpg,,0,1,Twitter for iPhone,183,296,1,,8/19/2018,"Accra, Ghana","Regional Communication Officer, Food and Agriculture Organization - Africa | On Instagram: daisydiamante",http://www.fao.org/africa,,View
1/16/2019,@Treesftf,Trees for the Future,"We work with male and female farmers living below the poverty line, struggling to feed their families with one or two crops being raised on increasingly degraded land. #womensempowerment #zerohunger #reforestation",1085586233873580034,,https://pbs.twimg.com/media/DxDG7GvX0AAUKWx.jpg,,6,9,Sprout Social,5025,1639,199,✅,8/13/2007,SN GN CM KE UG TZ  (HQ: US),"Ending hunger, ending poverty, and ending deforestation one tree at a time. Plant Trees, Change Lives.",http://trees.org,,View
1/16/2019,@FAOemergencies,FAO in Emergencies,The Emergency Management Centre for Animal Health (EMC-AH) held its first technical working group meeting to produce a framework for establishing Animal Health Emergency Operations Centres (AH-EOC)  #InvestinHumanity #ZeroHunger,1085581948523810817,http://www.fao.org/emergencies/fao-in-action/stories/stories-detail/en/c/1176644/,https://pbs.twimg.com/media/Dw3Y4m9XQAAKl6h.jpg,,2,4,TweetDeck,32064,1952,842,✅,6/16/2009,"Rome, Lazio","Official Twitter page for @FAO in emergencies. When we #InvestInHumanity, we can achieve #ZeroHunger. Saving livelihoods saves lives.",http://www.fao.org/emergencies,,View
1/16/2019,@Welthungerhilfe,Welthungerhilfe,"#ThingsThatAreBadForYourHealth: Niemanden zu haben, der dich unterstützt. #leavenoonebehind #zerohunger",1085572253549555712,,pic.twitter.com/026P7ltKLZ,,0,7,Twitter Web Client,151623,1741,571,✅,6/24/2009,"Bonn, Germany",Aid organisation - for a world without #hunger and #poverty. From emergency relief to long-term projects with local partners. #ZeroHunger by 2030.,http://www.welthungerhilfe.de,,View
1/16/2019,@ernst_lages,Ernst Lages,#solarpower #agriculture #farming #landscape #agrar #farmunity #harvest #biofuels #farmers #FollowFriday #terracrop #cop23 #SocialMedia #bestagriculturepractices #farmlife #ZeroHunger #cop23 #agrarservice #socialmedia #cop23,1085570235753775105,http://www.terracrop.com,https://pbs.twimg.com/media/DxC4XpYX4AMDlrf.jpg,,0,0,Twitter Web Client,41,141,0,,10/25/2017,"Bayern, Deutschland","The best environmentally friendly and sustainable solutions to agriculture, animal welfare and a healthy diet.",http://www.terracrop.com,,View
1/16/2019,@ernst_lages,Ernst Lages,#solarpower #agriculture #farming #landscape #agrar #farmunity #harvest #biofuels #farmers #FollowFriday #terracrop #cop23 #SocialMedia #bestagriculturepractices #farmlife #ZeroHunger #cop23 #agrarservice #socialmedia #cop23,1085569068105715715,http://www.terracrop.com,https://pbs.twimg.com/media/DxC20DAW0AE9NTR.jpg,,0,0,Twitter Web Client,41,141,0,,10/25/2017,"Bayern, Deutschland","The best environmentally friendly and sustainable solutions to agriculture, animal welfare and a healthy diet.",http://www.terracrop.com,,View
1/16/2019,@WFP_UK,WFP UK,In #Yemen food assistance from @WFP and other humanitarian partners have been preventing a massive outbreak of famine. In 2019 the humanitarian aid world aims to reach 12 million hungry people. Find out more about how we work to achieve #ZeroHunger ❤️🌍,1085566590828064768,http://ow.ly/3lu230nkUBc,,,1,4,Twitter Web Client,3504,1079,108,,5/21/2013,"London, United Kingdom",UK account of the United Nations World Food Programme (@WFP) – the world's largest humanitarian agency fighting hunger worldwide.,http://www.wfp.org,,View
1/16/2019,@olavkjorven,Olav Kjorven,"Big day for the health & future of you and your home planet tomorrow: Launch of the EAT-Lancet report on Food, Planet and Health  #ZeroHunger #food #foodies #foodcanfixit #EAT #ClimateAction #foodservice #nutrition #Health @EATforum @TheLancet @UniOslo",1085564940562415616,https://eatforum.org/eat-lancet-commission/,https://pbs.twimg.com/media/DxCyAkdX0AI0IO7.jpg,,1,8,Twitter Web Client,15254,4369,631,✅,4/10/2009,"Oslo, Norway",Proud to be part of the EAT team - dedicated to a more sustainable global food system. Key to achieving the SDGs and Paris climate deal. No planet B.,http://eatforum.org,,View
1/16/2019,@dncviray,~,So let's start the #ZeroHunger read the article from FAO  let's spread the words and actions RT @cnnphilippines: SWS: Fewer Filipinos hungry in Q4 2018,1085563247200063488,"http://bit.ly/2SfBviP
https://twitter.com/cnnphilippines/status/1085560981542002689
http://bit.ly/2QPJzol",https://pbs.twimg.com/media/DxCv8-lU0AAuIV9.jpg,,0,0,Twitter Web Client,234,244,0,,5/28/2015,IN THE MIDDLE OF THE RED SEA,Jeremiah 29:11,,,View
1/16/2019,@Food4AllGh,Food For All Africa,Innovation is the central driving force for achieving a #ZeroHunger 🌎 🏅FAO & the Govt. of Switzerland🇨🇭have now opened the call for nominations for the 1st International #Innovation Award for Sustainable Food &amp; Agriculture. Learn...,1085558312513490944,http://bit.ly/2qZlLUu,,,0,0,Facebook,563,613,10,,5/4/2015,Ghana,"We leverage on technology to create efficient and sustainable means of nutrition for low income communities through food recovery,redistribution, farming",https://www.foodforallafrica.org/,,View
1/16/2019,@WFP_Europe,WFP Europe,All ears and all eyes. Teams are pitching their #HumanitarianHackathon ideas! How can they help us save lives and change lives? 🤔💡 #BetterAid for #ZeroHunger,1085549119983271936,,https://pbs.twimg.com/media/DxClKd5WoAA-YWq.jpg,,8,27,Twitter for iPhone,11288,2221,329,✅,5/18/2011,"Brussels, Belgium",The United Nations World Food Programme's Office in Brussels is working together with EU institutions and the Government of Belgium towards a Zero Hunger world.,http://essncard.com,,View
